CustomerID,FirstName,LastName,Age,City,Country,Email,CorporateEmail,Newsletter,AgeGroup,CustomerGroup
20-200-524-330,Edward,Gradl,32.0,Makiyivka,Ukraine,Edward .Gradl@email.com,,0.0,Adult,CC3
23-233-651-252,Ivonne,Scheffel,58.0,Mykolayiv,Ukraine,Ivonne.Scheffel@email.com,,1.0,Adult,CC2
98-987-814-930,Gislinde,Hoch,30.0,Edinburgh,United_Kingdom,Gislinde.Hoch@email.com,,0.0,Adult,CC2
84-847-377-388,Jessika,Eppler,27.0,Genoa,Italy,Jessika.Eppler@email.com,,0.0,Adult,CC3
18-188-503-436,Rosa-Maria,Heese,39.0,Washington,United_States,Rosa-Maria.Heese@email.com,,1.0,Adult,CC1
19-194-136-808,Hans-Rudolf ,Schwenk,25.0,Washington,United_States,Hans-Rudolf .Schwenk@email.com,,0.0,Adult,CC3
89-891-185-559,Eckard,Erbe,37.0,Minsk,Belarus,Eckard .Erbe@corp.com,Eckard .Erbe@corp.com,0.0,Adult,CC2
65-657-417-417,Thoralf,Frerichs,53.0,Fort Worth,United_States,Thoralf .Frerichs@email.com,,0.0,Adult,CC2
80-809-504-992,Johanna,Schupp,32.0,Houston,United_States,Johanna.Schupp@email.com,,1.0,Adult,CC3
58-587-984-698,Claudia,Bartelt,15.0,Palermo,Italy,Claudia.Bartelt@email.com,,1.0,Adolescent,CC1
76-769-344-310,Beate,Klaus,38.0,Bochum,Germany,Beate.Klaus@email.com,,1.0,Adult,CC2
34-341-528-555,Hannelore,Kuntz,50.0,Duesseldorf,Germany,Hannelore.Kuntz@email.com,,0.0,Adult,CC3
14-148-418-173,Walli,Schiller,54.0,Berlin,Germany,Walli.Schiller@email.com,,0.0,Adult,CC1
70-707-671-393,Rochus,Cohrs,43.0,Los Angeles,United_States,Rochus .Cohrs@email.com,,0.0,Adult,CC1
54-547-355-619,Egbert ,Reil,45.0,Lisbon,Portugal,Egbert .Reil@email.com,,1.0,Adult,CC1
58-582-939-832,José ,Henrich,41.0,Makiyivka,Ukraine,José .Henrich@email.com,José .Henrich@corp.com,0.0,Adult,CC3
96-965-612-675,Augustin,Wirtz,61.0,Wandsbek,Germany,Augustin .Wirtz@email.com,,1.0,Adult,CC2
65-655-891-861,Britta,Sander,40.0,Chicago,United_States,Britta.Sander@email.com,,1.0,Adult,CC1
51-514-570-285,Vitali,Rudolf,57.0,Turin,Italy,Vitali .Rudolf@email.com,,1.0,Adult,CC3
22-223-193-923,Christopher,Krey,52.0,Amsterdam,Netherlands,Christopher .Krey@email.com,,1.0,Adult,CC3
54-549-955-435,Slavica,Mager,32.0,Wroclaw,Poland,Slavica.Mager@email.com,Slavica.Mager@corp.com,1.0,Adult,CC2
28-286-200-759,Nelly,Helm,28.0,Prague,Czech_Republic,Nelly.Helm@email.com,,0.0,Adult,CC1
99-995-215-703,Jovan,Rempel,32.0,Sector 3,Romania,Jovan .Rempel@corp.com,Jovan .Rempel@corp.com,0.0,Adult,CC3
74-741-192-621,Beate,Rost,42.0,Columbus,United_States,Beate.Rost@email.com,,1.0,Adult,CC2
50-509-434-219,Mike,Hoff,46.0,Donetsk,Ukraine,Mike.Hoff@email.com,,1.0,Adult,CC2
81-814-485-538,Raphaela,Althaus,39.0,Birmingham,United_Kingdom,Raphaela.Althaus@email.com,,0.0,Adult,CC1
15-150-714-922,Apostolos,Weißer,30.0,Sector 3,Romania,Apostolos .Weißer@email.com,,0.0,Adult,CC2
12-128-788-112,Mohammed,Otto,61.0,Essen,Germany,Mohammed .Otto@email.com,,1.0,Adult,CC3
70-705-769-663,Cosima,Raab,43.0,Poznan,Poland,Cosima.Raab@email.com,,1.0,Adult,CC3
75-751-901-546,Gesche,Borgmann,19.0,Helsinki,Finland,Gesche.Borgmann@email.com,,0.0,Adult,CC1
16-161-169-114,Fredo ,Staudinger,61.0,Oklahoma City,United_States,Fredo .Staudinger@email.com,,1.0,Adult,CC3
16-169-490-378,Oswald,Haberland,35.0,Sarajevo,Bosnia_and_Herzegovina,Oswald .Haberland@email.com,,0.0,Adult,CC1
91-910-165-479,Vassilios ,Kelm,50.0,Warsaw,Poland,Vassilios .Kelm@email.com,,1.0,Adult,CC1
60-607-456-807,Knut,Kley,39.0,Valencia,Spain,Knut .Kley@email.com,,1.0,Adult,CC3
10-100-897-400,Hasso,Häußler,30.0,Berlin,Germany,Hasso .Häußler@email.com,,1.0,Adult,CC2
43-437-426-774,Irina,Lammers,36.0,Luhansk,Ukraine,Irina.Lammers@email.com,,1.0,Adult,CC3
37-373-212-513,Inge,Wohlfarth,57.0,Athens,Greece,Inge.Wohlfarth@email.com,,1.0,Adult,CC2
16-166-986-465,Bertha,Spahn,49.0,Leicester,United_Kingdom,Bertha.Spahn@email.com,,1.0,Adult,CC3
98-984-788-506,Amalie,Sachs,19.0,Dnipro,Ukraine,Amalie.Sachs@corp.com,Amalie.Sachs@corp.com,1.0,Adult,CC2
93-936-812-339,Myriam,Reinsch,25.0,Dublin,Ireland,Myriam.Reinsch@email.com,,1.0,Adult,CC2
15-156-136-820,Nikola,Oertel,35.0,Copenhagen,Denmark,Nikola .Oertel@email.com,,0.0,Adult,CC3
96-969-465-176,Karin,Neher,32.0,Chicago,United_States,Karin.Neher@email.com,,1.0,Adult,CC2
77-778-976-467,Sabine,Kriegel,55.0,Brussels,Belgium,Sabine.Kriegel@corp.com,Sabine.Kriegel@corp.com,0.0,Adult,CC2
37-379-274-830,Ryszard ,Kunz,17.0,Vilnius,Lithuania,Ryszard .Kunz@email.com,,1.0,Adolescent,CC2
38-386-586-558,Herlinde,Finke,33.86,Minsk,Belarus,Herlinde.Finke@email.com,,0.0,Adult,CC1
92-926-645-863,Sebastiano,Platz,20.0,San Francisco,United_States,Sebastiano .Platz@corp.com,Sebastiano .Platz@corp.com,0.0,Adult,CC1
10-106-104-108,Nancy,Lohmann,25.0,Munich,Germany,Nancy.Lohmann@email.com,,1.0,Adult,CC2
25-255-979-458,Imre,Jakobs,30.0,Brussels,Belgium,Imre .Jakobs@email.com,,0.0,Adult,CC2
54-541-758-320,Sven ,Mühlberger,41.0,Zagreb,Croatia,Sven .Mühlberger@email.com,Sven .Mühlberger@corp.com,1.0,Adult,CC2
70-702-417-438,Inge,Lieske,44.0,Denver,United_States,Inge.Lieske@email.com,Inge.Lieske@corp.com,0.0,Adult,CC1
94-949-897-933,Nuran,Baumgart,54.0,Copenhagen,Denmark,Nuran.Baumgart@email.com,,1.0,Adult,CC2
32-329-990-500,Fedor ,Seemann,30.0,Portland,United_States,Fedor .Seemann@email.com,,1.0,Adult,CC2
73-733-903-158,Käte,Geier,16.0,Koeln,Germany,Käte.Geier@email.com,,1.0,Adolescent,CC3
61-611-529-941,Irmtraud,Fenzl,37.0,Mykolayiv,Ukraine,Irmtraud.Fenzl@email.com,Irmtraud.Fenzl@corp.com,0.0,Adult,CC1
85-853-961-984,Cemal,Wurm,29.0,Memphis,United_States,Cemal .Wurm@email.com,,1.0,Adult,CC3
48-481-166-756,Ahmed,Oestreich,24.0,Palma,Spain,Ahmed .Oestreich@email.com,,1.0,Adult,CC1
37-370-374-347,Beate,Maier,69.0,Marseille,France,Beate.Maier@email.com,,1.0,Older Adult,CC1
69-691-489-684,Heribert,Siefert,17.0,Madrid,Spain,Heribert .Siefert@email.com,,0.0,Adolescent,CC2
69-697-237-791,Manuel ,Senft,29.0,San Francisco,United_States,Manuel .Senft@email.com,,1.0,Adult,CC1
22-229-551-118,Sigrid,Harnisch,26.0,Odessa,Ukraine,Sigrid.Harnisch@email.com,,0.0,Adult,CC1
19-197-218-787,Ignaz ,Arslan,50.0,Dallas,United_States,Ignaz .Arslan@email.com,,1.0,Adult,CC3
49-490-178-980,Beatrix,Metzner,59.0,Kryvyi Rih,Ukraine,Beatrix.Metzner@email.com,,1.0,Adult,CC1
16-162-436-498,Zenta,Linde,38.0,San Jose,United_States,Zenta.Linde@email.com,,0.0,Adult,CC1
85-856-359-146,Eberhardt ,Wende,44.0,Cardiff,United_Kingdom,Eberhardt .Wende@email.com,Eberhardt .Wende@corp.com,1.0,Adult,CC2
66-668-172-730,Marcel,Haider,41.0,Antwerpen,Belgium,Marcel .Haider@email.com,Marcel .Haider@corp.com,1.0,Adult,CC2
34-341-255-345,Maxim ,Möbus,30.0,Las Vegas,United_States,Maxim .Möbus@email.com,,0.0,Adult,CC3
27-277-481-384,Sonja,Ohm,34.0,Vilnius,Lithuania,Sonja.Ohm@email.com,,1.0,Adult,CC3
75-755-117-458,Ole,Backhaus,24.0,Gdansk,Poland,Ole .Backhaus@email.com,,1.0,Adult,CC1
42-422-359-172,Hilma,Bosse,65.0,Milan,Italy,Hilma.Bosse@email.com,,0.0,Adult,CC2
27-274-183-688,Solveig,Hutter,31.0,Antwerpen,Belgium,Solveig.Hutter@email.com,,0.0,Adult,CC3
35-358-155-185,Monica,Bartels,54.0,Odessa,Ukraine,Monica.Bartels@email.com,,1.0,Adult,CC2
70-706-799-189,Kreszentia,Spiekermann,64.0,Kharkiv,Ukraine,Kreszentia.Spiekermann@email.com,Kreszentia.Spiekermann@corp.com,1.0,Adult,CC2
96-968-272-813,Ullrich,Bacher,47.0,Kyiv,Ukraine,Ullrich .Bacher@email.com,,0.0,Adult,CC1
54-547-734-662,Gotthilf,Schneiders,22.0,Minsk,Belarus,Gotthilf .Schneiders@email.com,,1.0,Adult,CC2
52-529-791-810,Annelie,Lux,64.0,London,United_Kingdom,Annelie.Lux@email.com,,0.0,Adult,CC2
60-603-449-927,Birgitt,Scholze,45.0,Dublin,Ireland,Birgitt.Scholze@email.com,,1.0,Adult,CC1
90-908-658-642,Elzbieta,Strauß,44.0,Los Angeles,United_States,Elzbieta.Strauß@email.com,Elzbieta.Strauß@corp.com,0.0,Adult,CC1
49-492-841-641,Hans-Uwe ,Harrer,38.0,Madrid,Spain,Hans-Uwe .Harrer@email.com,,0.0,Adult,CC2
22-224-844-303,Justine,Möllers,33.86,Athens,Greece,Justine.Möllers@email.com,,1.0,Adult,CC3
72-723-669-194,Milka,Pesch,23.0,Nashville-Davidson,United_States,Milka.Pesch@email.com,,0.0,Adult,CC2
31-318-325-141,Erik ,Rose,21.0,Vilnius,Lithuania,Erik .Rose@email.com,,1.0,Adult,CC1
34-348-741-254,Fanny,Galle,35.0,Nuernberg,Germany,Fanny.Galle@email.com,,0.0,Adult,CC1
45-459-998-134,Darius,Yildirim,43.0,San Jose,United_States,Darius .Yildirim@email.com,,0.0,Adult,CC2
54-549-787-968,Friedemann ,Gaus,17.0,Mariupol,Ukraine,Friedemann .Gaus@email.com,,1.0,Adolescent,CC3
75-754-755-390,Theodor ,Schultheiß,33.86,Hamburg,Germany,Theodor .Schultheiß@email.com,,0.0,Adult,CC3
72-727-855-950,Elzbieta,Schupp,27.0,San Francisco,United_States,Elzbieta.Schupp@email.com,,1.0,Adult,CC1
54-544-147-134,Sibille,Spiegel,34.0,Sofia,Bulgaria,Sibille.Spiegel@email.com,,1.0,Adult,CC3
64-645-293-395,Meinolf ,Rösch,61.0,Manchester,United_Kingdom,Meinolf .Rösch@email.com,,1.0,Adult,CC1
98-981-485-923,Geert,Hausmann,29.0,Prague,Czech_Republic,Geert .Hausmann@corp.com,Geert .Hausmann@corp.com,1.0,Adult,CC1
81-818-202-884,Harold,Philipps,18.0,Bremen,Germany,Harold .Philipps@email.com,,1.0,Adult,CC1
48-485-933-907,Mohammed ,Eggers,19.0,Sheffield,United_Kingdom,Mohammed .Eggers@email.com,,0.0,Adult,CC1
99-996-588-311,Hansjürgen,Zeitler,32.0,Zaporizhia,Ukraine,Hansjürgen .Zeitler@email.com,,0.0,Adult,CC1
75-753-617-317,Lissi,Fleischer,61.0,Columbus,United_States,Lissi.Fleischer@email.com,,0.0,Adult,CC1
67-679-206-151,Stefan,Neu,35.0,Portland,United_States,Stefan.Neu@email.com,,1.0,Adult,CC3
19-192-323-109,Nils,Voß,20.0,Genoa,Iatly,Nils.Voß@email.com,,0.0,Adult,CC3
42-421-123-510,Eitel,Zabel,18.0,Kryvyi Rih,Ukraine,Eitel .Zabel@email.com,,1.0,Adult,CC2
22-224-373-200,Rico ,Schlecht,26.0,Naples,Italy,Rico .Schlecht@email.com,,1.0,Adult,CC3
71-712-866-413,Gerhard,Brede,39.0,Los Angeles,United_States,Gerhard.Brede@email.com,,0.0,Adult,CC1
15-152-237-925,Jozef ,Kost,16.0,Skopje,North_Macedonia,Jozef .Kost@email.com,,0.0,Adolescent,CC3
49-493-528-338,Irmtrud,Ebel,46.0,Kryvyi Rih,Ukraine,Irmtrud.Ebel@email.com,,1.0,Adult,CC2
94-940-834-880,Stephanie,Kloss,15.0,Lyon,France,Stephanie.Kloss@email.com,,1.0,Adolescent,CC2
98-985-103-506,Bernadette,Rückert,30.0,Essen,Germany,Bernadette.Rückert@email.com,,0.0,Adult,CC1
86-861-724-628,Gotthold ,Hecht,51.0,Marseille,France,Gotthold .Hecht@email.com,,0.0,Adult,CC1
19-190-683-783,Dietmar ,Sperling,35.0,Oslo,Norway,Dietmar .Sperling@email.com,,0.0,Adult,CC1
45-454-134-345,Giorgio,Nadler,25.0,Paris,France,Giorgio .Nadler@email.com,,1.0,Adult,CC3
27-279-595-628,Otmar,Hamm,36.0,Goeteborg,Sweden,Otmar .Hamm@email.com,,0.0,Adult,CC1
15-156-331-220,Annika,Bischof,36.0,Chicago,United_States,Annika.Bischof@email.com,,1.0,Adult,CC3
26-269-959-624,Maike,Locher,23.0,Frankfurt am Main,Germany,Maike.Locher@email.com,,0.0,Adult,CC3
31-311-928-932,Joern,Pfeffer,18.0,Memphis,United_States,Joern.Pfeffer@email.com,Joern.Pfeffer@corp.com,0.0,Adult,CC1
16-160-431-567,Margret,Kellner,51.0,Leicester,United_Kingdom,Margret.Kellner@email.com,,0.0,Adult,CC2
36-365-662-463,Sarah,Kramp,33.0,Chisinau,Moldova,Sarah.Kramp@email.com,Sarah.Kramp@corp.com,0.0,Adult,CC3
37-377-721-745,Fatima,Rosenkranz,32.0,Vienna,Austria,Fatima.Rosenkranz@email.com,,0.0,Adult,CC1
51-516-952-953,Leszek ,Kuhr,51.0,Kyiv,Ukraine,Leszek .Kuhr@email.com,,0.0,Adult,CC1
30-302-810-643,Philomena,Walther,34.0,Vilnius,Lithuania,Philomena.Walther@email.com,,0.0,Adult,CC2
34-340-352-897,Brit,Jürgensen,26.0,Duesseldorf,Germany,Brit.Jürgensen@email.com,,0.0,Adult,CC3
60-606-359-237,Luka,Figge,40.0,Hannover,Germany,Luka.Figge@email.com,,0.0,Adult,CC2
73-732-672-658,Aleksandar ,Riemer,28.0,Mariupol,Ukraine,Aleksandar .Riemer@email.com,,1.0,Adult,CC2
41-418-506-653,Verena,Wittig,59.0,Portland,United_States,Verena.Wittig@email.com,,1.0,Adult,CC1
95-952-896-494,Mina,Eckhoff,52.0,Zaragoza,Spain,Mina.Eckhoff@corp.com,Mina.Eckhoff@corp.com,1.0,Adult,CC1
30-306-446-712,Melissa,Hahne,33.86,Glasgow,United_Kingdom,Melissa.Hahne@email.com,,0.0,Adult,CC2
69-695-557-939,Kilian,Selle,69.0,The Hague,Netherlands,Kilian .Selle@email.com,,1.0,Older Adult,CC1
63-639-956-568,Enver ,Weis,31.0,Bucharest,Romania,Enver .Weis@email.com,,1.0,Adult,CC2
31-319-670-912,Evangelos ,Haubold,57.0,Poznan,Poland,Evangelos .Haubold@email.com,Evangelos .Haubold@corp.com,1.0,Adult,CC3
16-163-618-955,Hans Peter,Koller,53.0,Gdansk,Poland,Hans Peter.Koller@email.com,,1.0,Adult,CC2
14-148-595-819,Lydia,Rohmann,39.0,Phoenix,United_States,Lydia.Rohmann@email.com,,0.0,Adult,CC2
10-106-963-677,Maria-Luise,Germann,19.0,Jacksonville,United_States,Maria-Luise.Germann@corp.com,Maria-Luise.Germann@corp.com,1.0,Adult,CC3
23-238-979-191,Ljubica,Birke,24.0,Zagreb,Croatia,Ljubica.Birke@email.com,,1.0,Adult,CC1
82-821-167-412,Mohammed ,Mair,36.0,Manchester,United_Kingdom,Mohammed .Mair@email.com,,0.0,Adult,CC3
65-652-668-755,Hans-Dietrich,Kügler,34.0,Indianapolis,United_States,Hans-Dietrich .Kügler@email.com,,1.0,Adult,CC2
51-515-850-242,William,Mies,57.0,Nuernberg,Germany,William .Mies@email.com,,0.0,Adult,CC2
28-280-879-991,Cetin,Feist,25.0,Bochum-Hordel,Germany,Cetin .Feist@email.com,,0.0,Adult,CC2
92-920-303-168,Zlatko,Daniel,48.0,Cardiff,United_Kingdom,Zlatko .Daniel@email.com,,1.0,Adult,CC2
35-359-109-885,Hardy,Schaffner,46.0,Nuernberg,Germany,Hardy .Schaffner@email.com,,0.0,Adult,CC1
75-756-238-415,Gabriele,Siemer,29.0,Oklahoma City,United_States,Gabriele.Siemer@email.com,Gabriele.Siemer@corp.com,1.0,Adult,CC1
90-900-208-103,Ulrike,Schnieders,41.0,Zaporizhia,Ukraine,Ulrike.Schnieders@email.com,,1.0,Adult,CC2
56-569-443-786,Nadine,Mayerhofer,16.0,Milan,Italy,Nadine.Mayerhofer@email.com,,1.0,Adolescent,CC1
87-876-981-741,Lene,Strohmeier,55.0,Liverpool,United_Kingdom,Lene.Strohmeier@email.com,,0.0,Adult,CC1
61-611-492-127,Gregor,Heitz,52.0,Sarajevo,Bosnia_and_Herzegovina,Gregor .Heitz@email.com,,0.0,Adult,CC3
78-788-172-689,Laila,Rehberg,52.0,Leeds,United_Kingdom,Laila.Rehberg@email.com,,1.0,Adult,CC3
48-480-508-874,Faruk,Mau,33.0,Jacksonville,United_States,Faruk .Mau@email.com,,1.0,Adult,CC3
38-385-197-531,Helmut,Becker,64.0,Vilnius,Lithuania,Helmut.Becker@email.com,,1.0,Adult,CC3
42-423-620-885,Lydia,Reichart,39.0,Denver,United_States,Lydia.Reichart@email.com,,1.0,Adult,CC2
40-408-944-307,Tobias,Welker,47.0,Seattle,United_States,Tobias.Welker@corp.com,Tobias.Welker@corp.com,0.0,Adult,CC1
75-753-540-104,Meinhard,Klumpp,39.0,Rome,Italy,Meinhard .Klumpp@email.com,,0.0,Adult,CC1
63-633-853-669,Edith,Stroh,18.0,The Hague,Netherlands,Edith.Stroh@email.com,Edith.Stroh@corp.com,1.0,Adult,CC3
11-113-944-936,Heribert,Blume,53.0,Jacksonville,United_States,Heribert .Blume@email.com,,0.0,Adult,CC2
60-606-947-621,Anastasia,Kretschmann,21.0,Mykolayiv,Ukraine,Anastasia.Kretschmann@email.com,,0.0,Adult,CC2
62-627-915-631,Enver,Daum,33.86,Murcia,Spain,Enver .Daum@email.com,,1.0,Adult,CC3
56-565-228-556,Tobias,Schupp,17.0,Budapest,Hungary,Tobias.Schupp@corp.com,Tobias.Schupp@corp.com,0.0,Adolescent,CC3
28-281-935-846,Amelie,Hüls,31.0,Essen,Germany,Amelie.Hüls@email.com,,1.0,Adult,CC1
82-826-679-797,Elke,Schurig,29.0,Gomel,Belarus,Elke.Schurig@email.com,,1.0,Adult,CC1
32-326-312-307,Ernst-Dieter ,Glaser,33.86,Philadelphia,United_States,Ernst-Dieter .Glaser@email.com,,0.0,Adult,CC1
62-625-908-434,Alfred,Kemper,29.0,Palma,Spain,Alfred.Kemper@email.com,Alfred.Kemper@corp.com,0.0,Adult,CC3
40-405-956-748,Marcella,Tamm,42.0,Bratislava,Slovakia,Marcella.Tamm@email.com,Marcella.Tamm@corp.com,1.0,Adult,CC2
88-887-569-751,Margit,Buss,52.0,Rome,Italy,Margit.Buss@email.com,Margit.Buss@corp.com,0.0,Adult,CC1
97-978-402-507,Giovanna,Jüttner,43.0,Toulouse,Franec,Giovanna.Jüttner@email.com,,0.0,Adult,CC2
31-316-137-713,Woldemar ,Vogelsang,20.0,Sevilla,Spain,Woldemar .Vogelsang@email.com,,1.0,Adult,CC2
27-277-215-806,Gero,Schröder,22.0,Leeds,United_Kingdom,Gero .Schröder@email.com,Gero .Schröder@corp.com,0.0,Adult,CC1
10-103-437-899,Erdogan,Drechsler,33.86,Copenhagen,Denmark,Erdogan .Drechsler@email.com,,1.0,Adult,CC2
35-359-203-568,Verena,Kühl,33.86,Jacksonville,United_States,Verena.Kühl@email.com,,0.0,Adult,CC3
43-437-524-634,Olivia,Ulmer,16.0,Antwerpen,Belgium,Olivia.Ulmer@email.com,,0.0,Adolescent,CC3
27-270-926-475,Frieder,Bellmann,23.0,Bremen,Germany,Frieder .Bellmann@email.com,,1.0,Adult,CC3
86-864-616-548,Aurelia,Senf,52.0,Berlin,Germany,Aurelia.Senf@email.com,,1.0,Adult,CC3
79-796-694-272,Johannes ,Beckert,20.0,Leeds,United_Kingdom,Johannes .Beckert@email.com,,1.0,Adult,CC2
48-483-121-670,Edith,Friedl,31.0,Leipzig,Germany,Edith.Friedl@email.com,,1.0,Adult,CC1
20-202-680-896,Theobald ,Prüfer,33.0,Goeteborg,Sweden,Theobald .Prüfer@email.com,,1.0,Adult,CC2
69-690-827-368,Gudrun,Weitzel,17.0,Belgrade,Serbia,Gudrun.Weitzel@email.com,Gudrun.Weitzel@corp.com,1.0,Adolescent,CC2
95-953-291-467,Klaus-Werner ,Pietschmann,18.0,Oslo,Norway,Klaus-Werner .Pietschmann@email.com,,1.0,Adult,CC3
90-906-292-536,Jurij ,Stocker,18.0,Szczecin,Poland,Jurij .Stocker@email.com,,1.0,Adult,CC1
50-501-921-652,Vesna,Bürkle,48.0,Las Palmas de Gran Canaria,Spian,Vesna.Bürkle@email.com,,0.0,Adult,CC3
57-578-148-661,Hannah,Dorner,18.0,The Hague,Netherlands,Hannah.Dorner@email.com,,1.0,Adult,CC2
86-869-662-952,Mark,Schädlich,45.0,Zagreb,Croatia,Mark .Schädlich@email.com,Mark .Schädlich@corp.com,0.0,Adult,CC3
86-865-100-586,Angela,Evers,44.0,Seattle,United_States,Angela.Evers@email.com,,1.0,Adult,CC1
23-239-838-527,Klaus-Dieter ,Börger,49.0,Sector 3,Romania,Klaus-Dieter .Börger@email.com,,1.0,Adult,CC3
76-764-333-500,Ewa,Dreßler,17.0,Mariupol,Ukraine,Ewa.Dreßler@email.com,,1.0,Adolescent,CC2
67-674-216-685,Freya,Keim,37.0,Nottingham,United_Kingdom,Freya.Keim@email.com,,1.0,Adult,CC3
79-798-947-482,Margot,Klinger,56.0,Tallinn,Estonia,Margot.Klinger@corp.com,Margot.Klinger@corp.com,1.0,Adult,CC1
94-949-927-404,Sven,Bode,16.0,Indianapolis,United_States,Sven .Bode@email.com,Sven .Bode@corp.com,0.0,Adolescent,CC3
97-970-723-946,Heiko,Zeitler,41.0,Boston,United_States,Heiko .Zeitler@email.com,,0.0,Adult,CC3
65-651-214-158,Uschi,Rühl,55.0,Donetsk,Ukraine,Uschi.Rühl@email.com,,1.0,Adult,CC1
56-567-827-646,Heinz Dieter,Sailer,30.0,Antwerpen,Belgium,Heinz Dieter.Sailer@email.com,,0.0,Adult,CC2
85-853-802-887,Henri,Moog,39.0,Skopje,North_Macedonia,Henri.Moog@email.com,,0.0,Adult,CC3
50-507-652-874,Hugo,Degenhardt,46.0,Charlotte,United_States,Hugo .Degenhardt@email.com,,0.0,Adult,CC2
47-475-663-197,Giesela,Eckel,117.0,Sheffield,United_Kingdom,Giesela.Eckel@email.com,,0.0,Older Adult,CC2
51-515-690-651,Jeannine,Kunz,26.0,Dresden,Germany,Jeannine.Kunz@email.com,,1.0,Adult,CC2
13-133-912-287,Renate,Bolz,36.0,Toulouse,France,Renate.Bolz@corp.com,Renate.Bolz@corp.com,1.0,Adult,CC2
41-414-262-274,Linda,Huck,49.0,Wandsbek,Germany,Linda.Huck@email.com,,1.0,Adult,CC3
11-117-843-462,Romy,Albers,35.0,Kyiv,Ukraine,Romy.Albers@email.com,,0.0,Adult,CC1
38-389-558-880,Violetta,Diener,37.0,Khmelnytskyi,Ukraine,Violetta.Diener@email.com,,1.0,Adult,CC3
40-405-614-557,Kristiane,Hamann,42.0,Palermo,Italy,Kristiane.Hamann@email.com,,1.0,Adult,CC2
71-717-809-214,Ilona,Freese,26.0,Cardiff,United_Kingdom,Ilona.Freese@email.com,,1.0,Adult,CC3
90-901-691-179,Carmela,Vollmer,17.0,Dallas,United_States,Carmela.Vollmer@email.com,,1.0,Adolescent,CC2
38-389-953-707,Theodoros ,Schreiner,36.0,Toulouse,France,Theodoros .Schreiner@email.com,,0.0,Adult,CC2
67-673-469-642,Mark,Stüber,46.0,Stuttgart,Germany,Mark.Stüber@email.com,Mark.Stüber@corp.com,0.0,Adult,CC2
27-279-331-938,Irene,Dinter,17.0,Bochum,Germany,Irene.Dinter@email.com,,1.0,Adolescent,CC1
63-637-922-260,Andree,Freudenberg,29.0,Phoenix,United_States,Andree .Freudenberg@email.com,,0.0,Adult,CC2
81-817-756-958,Erdal,Bäumler,33.0,Memphis,United_States,Erdal .Bäumler@email.com,,0.0,Adult,CC3
76-769-844-119,Hansjürgen,Volkmann,34.0,Los Angeles,United_States,Hansjürgen .Volkmann@email.com,,0.0,Adult,CC3
93-936-849-929,Denis ,Leupold,25.0,Antwerpen,Belgium,Denis .Leupold@email.com,,0.0,Adult,CC1
25-251-372-219,Antonios,Knittel,49.0,Leeds,United_Kingdom,Antonios .Knittel@email.com,,1.0,Adult,CC2
80-800-553-862,Fatima,Preuss,26.0,Dnipro,Ukraine,Fatima.Preuss@email.com,,1.0,Adult,CC2
27-275-224-378,Jens,Hennecke,22.0,Gomel,Belarus,Jens .Hennecke@email.com,,1.0,Adult,CC2
73-734-970-951,Ottilie,Hornig,35.0,Budapest,Hungary,Ottilie.Hornig@email.com,,1.0,Adult,CC2
12-125-531-376,Ildiko,Geiß,34.0,New York,United_States,Ildiko.Geiß@email.com,,1.0,Adult,CC3
45-450-164-115,Rolf-Peter ,Vogler,30.0,Gdansk,Poland,Rolf-Peter .Vogler@corp.com,Rolf-Peter .Vogler@corp.com,0.0,Adult,CC2
22-229-172-350,Rupert,Brühl,36.0,Valencia,Spain,Rupert .Brühl@email.com,,0.0,Adult,CC3
96-962-174-421,Concetta,Reineke,49.0,Chicago,United_States,Concetta.Reineke@corp.com,Concetta.Reineke@corp.com,1.0,Adult,CC3
32-324-117-663,Klemens ,Piotrowski,17.0,Goeteborg,Sweden,Klemens .Piotrowski@email.com,,1.0,Adolescent,CC3
35-352-870-367,Reimer ,Börger,35.0,Vienna,Austria,Reimer .Börger@email.com,,1.0,Adult,CC3
34-346-421-676,Sandra,Blum,56.0,London,United_Kingdom,Sandra.Blum@email.com,,1.0,Adult,CC1
30-301-726-946,Imke,Linz,46.0,Indianapolis,United_States,Imke.Linz@corp.com,Imke.Linz@corp.com,0.0,Adult,CC2
96-966-150-608,Pero ,Borchardt,36.0,Los Angeles,United_States,Pero .Borchardt@email.com,,0.0,Adult,CC3
98-988-394-403,Erhardt ,Seidler,41.0,Nottingham,United_Kingdom,Erhardt .Seidler@email.com,,1.0,Adult,CC3
44-441-546-691,Editha,Heger,33.86,Wandsbek,Germany,Editha.Heger@email.com,,1.0,Adult,CC3
57-576-126-553,Marina,Thon,32.0,Manchester,United_Kingdom,Marina.Thon@email.com,,1.0,Adult,CC1
95-950-910-709,Gabriela,Pelzer,45.0,Dnipro,Ukraine,Gabriela.Pelzer@email.com,Gabriela.Pelzer@corp.com,1.0,Adult,CC2
43-438-451-673,Heinz-Günter,Wall,33.86,Bremen,Germany,Heinz-Günter .Wall@email.com,Heinz-Günter .Wall@corp.com,0.0,Adult,CC3
84-846-130-519,Holger,Bollmann,61.0,Denver,United_States,Holger.Bollmann@email.com,,1.0,Adult,CC2
55-550-886-439,Marcel,Haustein,15.0,The Hague,Netherlands,Marcel.Haustein@email.com,,1.0,Adolescent,CC1
